,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
3396,MVP Baseball 2004,XB,2004.0,Sports,Electronic Arts,0.44,0.13,0.21618316831682832,0.02,0.59,90.0,31.0,8.5,19.0,EA Sports
3397,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,0.46,0.12,0.21618316831682832,0.02,0.59,62.0,11.0,7.3,22.0,Traveller's Tales
3401,WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.32,0.22,0.21618316831682832,0.05,0.59,72.0,18.0,5.7,75.0,Yuke's
3404,Assassin's Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.21618316831682832,0.1,0.59,88.0,24.0,8.2,1102.0,Ubisoft Montreal
3406,Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73.0,42.0,7.8,47.0,Team Ninja
3408,Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,Climax Group
3409,Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.38,0.17,0.21618316831682832,0.05,0.59,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Disney Interactive Studios
3410,Blur,X360,2010.0,Racing,Activision,0.25,0.27,0.21618316831682832,0.06,0.59,82.0,78.0,8.3,169.0,Bizarre Creations
3413,Madden NFL 06,X360,2010.0,Sports,Electronic Arts,0.54,0.2819141381536318,0.01,0.03,0.59,74.0,48.0,4.9,44.0,EA Tiburon
3414,Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.31,0.22,0.21618316831682832,0.06,0.59,60.0,38.0,7.5,13.0,Gameloft
3415,Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.29,0.22,0.21618316831682832,0.08,0.59,81.0,26.0,9.0,20.0,Atomic Planet Entertainment
3416,Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66.0,5.0,5.9,242.0,Kojima Productions
3417,Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81.0,25.0,9.6,116.0,TOSE
3419,Ben 10: Alien Force,PSP,2008.0,Action,Koch Media,0.35,0.13,0.21618316831682832,0.1,0.59,70.84898545519842,30.43616448195367,7.7,12.0,Monkey Bar Games
3420,Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,0.24,0.28,0.21618316831682832,0.06,0.59,80.0,34.0,7.8,46.0,Ubisoft Montreal
3422,WarioWare D.I.Y.,DS,2009.0,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,Intelligent Systems
3423,Iron Man,Wii,2008.0,Action,Sega,0.3,0.22,0.21618316831682832,0.06,0.59,44.0,14.0,7.0,8.0,Artificial Mind and Movement
3424,The Fight: Lights Out,PS3,2010.0,Fighting,Sony Computer Entertainment,0.29,0.21,0.21618316831682832,0.09,0.59,48.0,39.0,7.5,77.0,Coldwood Interactive
3425,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58.0,30.0,5.1,38.0,"Valuewave Co.,Ltd."
3426,Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.25,0.25,0.21618316831682832,0.08,0.58,90.0,52.0,8.5,3069.0,Nixxes Software
3427,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008.0,Action,THQ,0.29,0.22,0.21618316831682832,0.07,0.58,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Incinerator Games
3428,Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67.0,34.0,7.7,47.0,TOSE
3429,LEGO Indiana Jones 2: The Adventure Continues,PSP,2009.0,Action,Activision,0.21,0.23,0.21618316831682832,0.14,0.58,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Traveller's Tales
3430,SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77.0,56.0,6.2,124.0,Project Soul
3434,Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58.0,23.0,8.0,35.0,Square Enix
3435,Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.18,0.34,0.21618316831682832,0.07,0.58,55.0,50.0,6.4,58.0,Ubisoft Montreal
3436,Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.15,0.37,0.21618316831682832,0.07,0.58,68.0,18.0,5.7,29.0,Pam Development
3437,Game Party in Motion,X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0.21618316831682832,0.05,0.58,33.0,6.0,3.7,9.0,Farsight Studios
3438,The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,Electronic Arts,0.49,0.02,0.21618316831682832,0.08,0.58,73.0,35.0,8.2,60.0,EA Games
3439,Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.5,0.04,0.21618316831682832,0.04,0.58,74.0,13.0,6.0,54.0,n-Space
3446,Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,Microsoft Game Studios,0.38,0.15,0.21618316831682832,0.05,0.58,68.0,31.0,5.1,15.0,Asobo Studio
3448,Skylanders SWAP Force,WiiU,2013.0,Platform,Activision,0.38,0.15,0.21618316831682832,0.05,0.58,89.0,7.0,6.0,96.0,Vicarious Visions
3449,Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.28,0.22,0.21618316831682832,0.07,0.58,38.0,21.0,6.3,23.0,Black Ops Entertainment
3450,Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,0.31,0.21,0.21618316831682832,0.06,0.58,74.0,17.0,7.7,6.0,Beenox
3451,Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,Ubisoft Romania
3452,Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0,Spicy Horse
3453,Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.28,0.2819141381536318,0.27,0.03,0.58,83.0,48.0,8.3,251.0,Atlus
3458,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.15,0.21618316831682832,0.07,0.58,86.0,33.0,7.5,52.0,Electronic Arts
3459,NASCAR: Dirt to Daytona,PS2,2011.0,Racing,Unknown,0.28,0.22,0.21618316831682832,0.07,0.58,84.0,10.0,8.8,19.0,Monster Games Inc.
3460,Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.28,0.22,0.21618316831682832,0.07,0.58,77.0,23.0,6.8,13.0,Epic Games
3461,Digimon World 2,PS,2000.0,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,42.0,5.0,7.6,47.0,Bandai
3463,Prince of Persia: The Two Thrones,XB,2005.0,Action,Ubisoft,0.33,0.22,0.21618316831682832,0.03,0.58,85.0,46.0,8.4,28.0,Ubisoft
3467,FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.14,0.37,0.21618316831682832,0.07,0.58,70.84898545519842,30.43616448195367,7.6,5.0,Exient Entertainment
3468,JoJo's Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71.0,53.0,8.3,55.0,CyberConnect2
3469,Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.21618316831682832,0.07,0.58,78.0,33.0,6.6,25.0,KCET
3472,Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,Matrix Software
3473,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.34,0.21618316831682832,0.1,0.58,91.0,23.0,8.7,310.0,Ubisoft Montpellier
3475,FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79.0,45.0,7.2,79.0,Electronic Arts
3476,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.32,0.22,0.21618316831682832,0.04,0.58,77.0,14.0,8.7,32.0,Acquire
3477,Tony Hawk's Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.21618316831682832,0.02,0.58,91.0,19.0,8.6,21.0,Neversoft Entertainment
3479,Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.28,0.22,0.21618316831682832,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.
3480,NHL 06,PS2,2005.0,Sports,Electronic Arts,0.48,0.02,0.21618316831682832,0.08,0.58,78.0,27.0,8.5,29.0,EA Canada
3481,Parasite Eve II,PS,1999.0,Role-Playing,SquareSoft,0.32,0.22,0.21618316831682832,0.04,0.58,79.0,14.0,9.0,77.0,SquareSoft
3483,Skate it,Wii,2008.0,Sports,Electronic Arts,0.5,0.03,0.21618316831682832,0.04,0.58,70.0,37.0,8.4,25.0,Electronic Arts
3484,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,70.84898545519842,30.43616448195367,7.8,34.0,Konami
3486,Madden NFL 2002,XB,2014.0,Sports,Unknown,0.53,0.02,0.21618316831682832,0.03,0.58,90.0,16.0,8.1,8.0,EA Sports
3487,NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,0.28,0.22,0.21618316831682832,0.07,0.58,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,EA Tiburon
3488,Phineas and Ferb: Across the 2nd Dimension,Wii,2011.0,Action,Disney Interactive Studios,0.35,0.18,0.21618316831682832,0.05,0.57,76.0,4.0,8.3,6.0,High Impact Games
3490,Far Cry Instincts,XB,2005.0,Shooter,Ubisoft,0.32,0.24,0.21618316831682832,0.02,0.57,85.0,56.0,5.7,73.0,Ubisoft Montreal
3491,Hasbro Family Game Night,PS2,2008.0,Puzzle,Electronic Arts,0.28,0.22,0.21618316831682832,0.07,0.57,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,EA Bright Light
3492,Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,Activision,0.41,0.15,0.21618316831682832,0.01,0.57,85.0,13.0,8.8,4.0,Vicarious Visions
3495,Payday 2,X360,2013.0,Shooter,505 Games,0.33,0.19,0.21618316831682832,0.05,0.57,75.0,18.0,6.3,203.0,Overkill Software
3497,Blacksite: Area 51,X360,2007.0,Shooter,Midway Games,0.29,0.22,0.21618316831682832,0.06,0.57,62.0,48.0,6.1,65.0,Midway Studios - Austin
3498,Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,Vivendi Games,0.41,0.15,0.21618316831682832,0.01,0.57,60.0,25.0,7.0,12.0,Vicarious Visions
3499,XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.24,0.23,0.21618316831682832,0.1,0.57,89.0,20.0,8.2,296.0,Firaxis Games
3500,Petz Dogz 2,Wii,2007.0,Simulation,Ubisoft,0.52,0.01,0.21618316831682832,0.04,0.57,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Ubisoft
3502,Ben 10: Alien Force,PS2,2008.0,Action,Koch Media,0.22,0.02,0.21618316831682832,0.33,0.57,70.84898545519842,30.43616448195367,5.3,6.0,Monkey Bar Games
3503,Skylanders: Spyro's Adventure,3DS,2011.0,Action,Activision,0.32,0.2,0.21618316831682832,0.05,0.57,82.0,8.0,4.9,62.0,Vicarious Visions
3504,Cabela's Dangerous Hunts 2011,Wii,2010.0,Sports,Activision,0.52,0.02,0.21618316831682832,0.04,0.57,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Activision
3505,The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.02,0.18,0.21618316831682832,0.38,0.57,81.0,31.0,8.0,72.0,The Sims Studio
3506,Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.44,0.11,0.21618316831682832,0.02,0.57,86.0,21.0,8.5,11.0,EA Sports
3508,Titanfall 2,XOne,2016.0,Shooter,Electronic Arts,0.37,0.15,0.21618316831682832,0.05,0.57,87.0,31.0,8.0,261.0,Respawn Entertainment
3509,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87.0,50.0,8.4,112.0,Arc System Works
3511,Iron Man,X360,2008.0,Action,Sega,0.27,0.24,0.21618316831682832,0.06,0.57,45.0,43.0,5.9,52.0,Secret Level
3512,Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.21618316831682832,0.08,0.57,73.0,27.0,7.9,27.0,CyberConnect2
3515,NHL 10,PS3,2009.0,Sports,Electronic Arts,0.38,0.12,0.21618316831682832,0.07,0.57,88.0,35.0,7.9,40.0,EA Canada
3516,Zumba Fitness,PS3,2010.0,Sports,505 Games,0.28,0.21,0.21618316831682832,0.08,0.57,70.84898545519842,30.43616448195367,3.8,4.0,"Pipeworks Software, Inc."
3517,Rock Band 3,PS3,2010.0,Misc,MTV Games,0.43,0.08,0.21618316831682832,0.05,0.57,91.0,34.0,8.0,95.0,Harmonix Music Systems
3518,Blood Wake,XB,2001.0,Shooter,Microsoft Game Studios,0.43,0.12,0.21618316831682832,0.02,0.57,71.0,30.0,7.5,13.0,Stormfront Studios
3519,Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.0,22.0,9.1,26.0,Omega Force
3520,Rapala: We Fish,Wii,2009.0,Sports,Activision,0.52,0.01,0.21618316831682832,0.04,0.57,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Activision
3522,WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,0.29,0.23,0.21618316831682832,0.05,0.57,56.0,25.0,5.7,63.0,Yuke's
3523,Jampack Summer 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.28,0.22,0.21618316831682832,0.07,0.57,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Yuke's
3524,FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.47,0.02,0.21618316831682832,0.08,0.57,77.0,28.0,8.1,33.0,EA Canada
3525,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74.0,36.0,5.2,13.0,Bunkasha Publishing
3527,Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.14,0.21618316831682832,0.05,0.57,60.0,27.0,7.2,249.0,Trion Worlds
3528,Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80.0,39.0,7.8,126.0,Nippon Ichi Software
3530,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,THQ,0.45,0.1,0.21618316831682832,0.02,0.57,70.0,8.0,8.9,17.0,Heavy Iron Studios
3531,Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.26,0.21,0.21618316831682832,0.1,0.57,67.0,16.0,6.4,107.0,id Software
3533,Spider-Man 3,X360,2007.0,Platform,Activision,0.49,0.04,0.21618316831682832,0.04,0.57,63.0,61.0,7.0,53.0,Treyarch
3534,Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74.0,4.0,6.3,8.0,Konami
3535,The Conduit,Wii,2009.0,Shooter,Sega,0.28,0.23,0.21618316831682832,0.06,0.57,69.0,79.0,8.2,258.0,High Voltage Software
3536,Trivial Pursuit,Wii,2009.0,Misc,Electronic Arts,0.2,0.3,0.21618316831682832,0.07,0.57,67.0,11.0,7.212795600366628,188.21136571952337,EA Bright Light
3537,Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.27,0.25,0.21618316831682832,0.05,0.57,73.0,7.0,6.9,11.0,Ubisoft
3538,Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.37,0.14,0.21618316831682832,0.05,0.57,66.0,31.0,5.3,13.0,Eurocom Entertainment Software
3539,RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.21618316831682832,0.02,0.57,87.0,32.0,8.3,19.0,Digital Illusions
3540,Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,0.19,0.15,0.17,0.05,0.57,58.0,35.0,7.7,70.0,Capcom
3541,Top Spin 3,PS3,2008.0,Action,Take-Two Interactive,0.08,0.36,0.21618316831682832,0.12,0.57,75.0,36.0,7.5,20.0,Pam Development
3543,XIII,PS2,2003.0,Shooter,Ubisoft,0.28,0.22,0.21618316831682832,0.07,0.57,73.0,37.0,8.6,35.0,Ubisoft Paris
3544,Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.22,0.21618316831682832,0.13,0.57,78.0,32.0,8.2,28.0,Crystal Dynamics
3545,Bratz 4 Real,DS,2007.0,Adventure,THQ,0.29,0.22,0.21618316831682832,0.06,0.57,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,THQ
3546,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.32,0.2819141381536318,0.21,0.03,0.57,78.0,33.0,8.1,122.0,Neverland
3547,3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77.0,66.0,8.0,96.0,Silicon Studio
3548,Up,Wii,2009.0,Action,THQ,0.22,0.28,0.21618316831682832,0.06,0.56,62.0,6.0,8.0,4.0,Asobo Studio
3549,Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,83.0,10.0,8.9,45.0,Capcom
3550,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,70.84898545519842,30.43616448195367,8.0,47.0,"Namco Bandai Games, Bandai Namco Games"
3551,True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.21618316831682832,0.02,0.56,77.0,29.0,7.3,29.0,Exakt
3552,Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56,83.0,49.0,8.6,59.0,Vanilla Ware
3555,Ms. Pac-Man Maze Madness,GBA,2004.0,Puzzle,Zoo Digital Publishing,0.4,0.15,0.21618316831682832,0.01,0.56,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Full-Fat
3557,Titanfall,PC,2014.0,Shooter,Electronic Arts,0.22,0.3,0.21618316831682832,0.04,0.56,86.0,29.0,6.2,1727.0,Respawn Entertainment
3558,Arena Football,PS2,2006.0,Sports,Electronic Arts,0.28,0.22,0.21618316831682832,0.07,0.56,66.0,18.0,8.6,14.0,EA Tiburon
3559,The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.4,0.15,0.21618316831682832,0.01,0.56,77.0,13.0,8.2,11.0,Griptonite Games
3560,NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.28,0.22,0.21618316831682832,0.07,0.56,78.0,18.0,7.6,8.0,Black Box
3561,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.34,0.17,0.21618316831682832,0.05,0.56,64.0,11.0,6.5,19.0,Etranges Libellules
3562,Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66.0,10.0,7.5,6.0,Nintendo
3563,The Sims: Bustin' Out,XB,2003.0,Simulation,Electronic Arts,0.4,0.14,0.21618316831682832,0.02,0.56,81.0,26.0,8.9,12.0,Maxis
3564,NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,0.28,0.22,0.21618316831682832,0.07,0.56,63.0,9.0,8.6,7.0,EA Canada
3565,"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,0.31,0.21,0.21618316831682832,0.04,0.56,65.0,10.0,6.9,8.0,Artificial Mind and Movement
3566,"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,THQ,0.25,0.26,0.21618316831682832,0.06,0.56,76.0,57.0,7.8,232.0,Relic
3567,Harry Potter Collection,PS2,2006.0,Misc,Electronic Arts,0.28,0.21,0.21618316831682832,0.07,0.56,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Electronic Arts
3568,Top Spin 3,X360,2008.0,Action,Take-Two Interactive,0.09,0.4,0.21618316831682832,0.07,0.56,78.0,47.0,7.6,36.0,Pam Development
3570,Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,0.28,0.21,0.21618316831682832,0.07,0.56,55.0,4.0,8.4,16.0,Sand Grain Studios
3571,LEGO Rock Band,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.4,0.11,0.21618316831682832,0.05,0.56,71.0,50.0,7.2,31.0,TT Fusion
3572,Knockout Kings 2001,PS2,2001.0,Fighting,Electronic Arts,0.28,0.21,0.21618316831682832,0.07,0.56,81.0,18.0,7.212795600366628,188.21136571952337,Black Ops Entertainment
3574,Petz Dogz 2,PS2,2007.0,Simulation,Ubisoft,0.28,0.21,0.21618316831682832,0.07,0.56,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Ubisoft
3575,Battlefield 2: Modern Combat,XB,2005.0,Shooter,Electronic Arts,0.39,0.15,0.21618316831682832,0.02,0.56,80.0,49.0,8.2,29.0,Digital Illusions
3576,Tom Clancy's HAWX,PS3,2009.0,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,74.0,35.0,8.1,39.0,Ubisoft Romania
3577,All-Star Baseball 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.27,0.21,0.21618316831682832,0.07,0.56,77.0,16.0,7.6,8.0,Acclaim Studios Austin
3580,Jillian Michaels Fitness Ultimatum 2010,Wii,2009.0,Sports,Majesco Entertainment,0.51,0.01,0.21618316831682832,0.04,0.56,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Collision Studios
3581,Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.43,0.11,0.21618316831682832,0.02,0.56,80.0,18.0,9.1,22.0,EA Canada
3583,Bolt,Wii,2008.0,Adventure,Disney Interactive Studios,0.19,0.31,0.21618316831682832,0.06,0.56,50.0,4.0,5.8,5.0,Avalanche Software
3584,WWE Raw 2,XB,2003.0,Fighting,THQ,0.43,0.11,0.21618316831682832,0.02,0.56,68.0,26.0,7.3,25.0,Anchor
3587,Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,0.27,0.21,0.21618316831682832,0.07,0.56,67.0,22.0,7.8,53.0,Rockstar London
3588,Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56,56.0,35.0,8.1,38.0,Racjin
3589,Tony Hawk's Project 8,PSP,2006.0,Sports,Activision,0.41,0.07,0.21618316831682832,0.07,0.56,68.0,11.0,7.6,14.0,Page 44 Studios
3591,Batman Begins,PS2,2005.0,Action,Electronic Arts,0.27,0.21,0.21618316831682832,0.07,0.56,64.0,41.0,7.3,70.0,Eurocom Entertainment Software
3592,Dogz,DS,2006.0,Simulation,Ubisoft,0.5,0.01,0.21618316831682832,0.04,0.56,70.84898545519842,30.43616448195367,7.8,9.0,MTO
3594,Tony Hawk's Proving Ground,X360,2007.0,Sports,Activision,0.49,0.02,0.21618316831682832,0.04,0.56,72.0,59.0,5.4,44.0,Neversoft Entertainment
3595,Dr. Seuss' The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,0.27,0.21,0.21618316831682832,0.07,0.56,56.0,6.0,6.5,8.0,Magenta Software
3596,Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.4,0.15,0.21618316831682832,0.01,0.56,47.0,5.0,7.0,4.0,Digital Illusions
3597,Wolfenstein,X360,2009.0,Shooter,Activision,0.28,0.22,0.21618316831682832,0.06,0.56,72.0,66.0,7.5,128.0,"id Software, Raven Software"
3599,Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.21618316831682832,0.02,0.56,71.0,36.0,8.0,41.0,Artoon
3600,ESPN NFL Football,PS2,2003.0,Sports,Sega,0.27,0.21,0.21618316831682832,0.07,0.56,91.0,20.0,8.5,25.0,Visual Concepts
3602,Major League Baseball 2K5,XB,2005.0,Sports,Take-Two Interactive,0.52,0.02,0.21618316831682832,0.02,0.56,81.0,25.0,8.2,17.0,Kush Games
3603,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72.0,19.0,5.8,4.0,"Tetris Online, Inc"
3605,Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,83.0,73.0,8.5,625.0,SCE Japan Studio
3606,Quantum Break,XOne,2016.0,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,77.0,106.0,6.8,1659.0,Remedy Entertainment
3607,Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.17,0.24,0.21618316831682832,0.14,0.56,75.0,39.0,6.6,21.0,Awesome Studios
3608,TMNT,X360,2007.0,Action,Ubisoft,0.48,0.03,0.21618316831682832,0.05,0.56,58.0,31.0,6.3,32.0,Ubisoft Montreal
3609,Middle-Earth: Shadow of Mordor,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56,70.84898545519842,30.43616448195367,3.4,100.0,Behaviour Interactive
3610,Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.27,0.21,0.21618316831682832,0.07,0.56,59.0,14.0,6.8,17.0,Pipe Dream Interactive
3611,FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.15,0.37,0.21618316831682832,0.04,0.56,70.84898545519842,30.43616448195367,4.3,12.0,EA Sports
3612,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56,77.0,41.0,7.5,80.0,Bullets
3613,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,75.0,55.0,7.8,77.0,Kaos Studios
3614,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.27,0.21,0.21618316831682832,0.07,0.56,76.0,17.0,8.3,9.0,Pacific Coast Power & Light
3615,NCAA Football 07,XB,2006.0,Sports,Electronic Arts,0.42,0.12,0.21618316831682832,0.01,0.56,88.0,20.0,6.9,10.0,EA Sports
3616,Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,78.0,15.0,9.1,35.0,Game Arts
3617,Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,68.0,6.0,7.5,13.0,Marvelous Entertainment
3618,No More Heroes,Wii,2007.0,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83.0,64.0,8.4,259.0,Grasshopper Manufacture
3620,God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,84.0,58.0,8.4,208.0,Ready at Dawn
3621,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.49,0.02,0.21618316831682832,0.04,0.55,47.0,4.0,7.0,5.0,High Voltage Software
